  0.7164E+01  0.7143E+01  0.7122E+01  0.7102E+01  0.7081E+01  0.7060E+01
  0.7039E+01  0.7018E+01  0.6996E+01  0.6975E+01  0.6954E+01  0.6933E+01
  0.6912E+01  0.6891E+01  0.6869E+01  0.6848E+01  0.6827E+01  0.6806E+01
  0.6785E+01  0.6764E+01  0.6743E+01  0.6722E+01  0.6701E+01  0.6680E+01
  0.6660E+01  0.6639E+01  0.6619E+01  0.6598E+01  0.6578E+01  0.6558E+01
  0.6538E+01  0.6518E+01  0.6498E+01  0.6478E+01  0.6458E+01  0.6438E+01
  0.6419E+01  0.6400E+01  0.6380E+01  0.6361E+01  0.6342E+01  0.6323E+01
  0.6303E+01  0.6284E+01  0.6265E+01  0.6246E+01  0.6227E+01  0.6208E+01
  0.6189E+01  0.6169E+01  0.6150E+01  0.6130E+01  0.6111E+01  0.6091E+01
  0.6071E+01  0.6050E+01  0.6030E+01  0.6009E+01  0.5988E+01  0.5967E+01
  0.5946E+01  0.5924E+01  0.5903E+01  0.5883E+01  0.5868E+01  0.5858E+01
  0.5849E+01  0.5827E+01  0.5782E+01  0.5727E+01  0.4788E+01  0.7164E+01
  0.7143E+01  0.7123E+01  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01
  0.7018E+01  0.6997E+01  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01
  0.6892E+01  0.6871E+01  0.6850E+01  0.6829E+01  0.6808E+01  0.6787E+01
  0.6766E+01  0.6746E+01  0.6725E+01  0.6704E+01  0.6684E+01  0.6663E+01
  0.6643E+01  0.6622E+01  0.6602E+01  0.6582E+01  0.6562E+01  0.6542E+01
  0.6522E+01  0.6502E+01  0.6483E+01  0.6463E+01  0.6444E+01  0.6425E+01
  0.6406E+01  0.6386E+01  0.6367E+01  0.6349E+01  0.6330E+01  0.6311E+01
  0.6292E+01  0.6273E+01  0.6255E+01  0.6236E+01  0.6217E+01  0.6198E+01
  0.6180E+01  0.6161E+01  0.6142E+01  0.6123E+01  0.6103E+01  0.6084E+01
  0.6065E+01  0.6045E+01  0.6025E+01  0.6006E+01  0.5986E+01  0.5966E+01
  0.5946E+01  0.5928E+01  0.5914E+01  0.5905E+01  0.5895E+01  0.5878E+01
  0.5845E+01  0.5811E+01  0.5785E+01  0.5788E+01  0.7164E+01  0.7143E+01
  0.7123E+01  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01  0.7018E+01
  0.6997E+01  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01  0.6892E+01
  0.6871E+01  0.6850E+01  0.6829E+01  0.6808E+01  0.6787E+01  0.6766E+01
  0.6746E+01  0.6725E+01  0.6704E+01  0.6684E+01  0.6663E+01  0.6643E+01
  0.6623E+01  0.6602E+01  0.6582E+01  0.6562E+01  0.6542E+01  0.6523E+01
  0.6503E+01  0.6483E+01  0.6464E+01  0.6445E+01  0.6425E+01  0.6406E+01
  0.6387E+01  0.6368E+01  0.6350E+01  0.6331E+01  0.6312E+01  0.6293E+01
  0.6275E+01  0.6256E+01  0.6237E+01  0.6219E+01  0.6200E+01  0.6181E+01
  0.6163E+01  0.6144E+01  0.6125E+01  0.6106E+01  0.6087E+01  0.6067E+01
  0.6048E+01  0.6028E+01  0.6009E+01  0.5989E+01  0.5970E+01  0.5952E+01
  0.5938E+01  0.5928E+01  0.5920E+01  0.5909E+01  0.5884E+01  0.5842E+01
  0.5797E+01  0.5756E+01  0.5567E+01  0.7164E+01  0.7143E+01  0.7123E+01
  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01  0.7018E+01  0.6997E+01
  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01  0.6892E+01  0.6871E+01
  0.6850E+01  0.6829E+01  0.6808E+01  0.6787E+01  0.6766E+01  0.6745E+01
  0.6724E+01  0.6704E+01  0.6683E+01  0.6663E+01  0.6642E+01  0.6622E+01
  0.6602E+01  0.6582E+01  0.6562E+01  0.6542E+01  0.6522E+01  0.6502E+01
  0.6483E+01  0.6463E+01  0.6444E+01  0.6425E+01  0.6406E+01  0.6387E+01
  0.6368E+01  0.6349E+01  0.6330E+01  0.6311E+01  0.6293E+01  0.6274E+01
  0.6256E+01  0.6237E+01  0.6218E+01  0.6200E+01  0.6181E+01  0.6162E+01
  0.6143E+01  0.6124E+01  0.6105E+01  0.6086E+01  0.6067E+01  0.6047E+01
  0.6028E+01  0.6008E+01  0.5989E+01  0.5970E+01  0.5954E+01  0.5942E+01
  0.5934E+01  0.5925E+01  0.5910E+01  0.5881E+01  0.5837E+01  0.5792E+01
  0.5751E+01  0.5319E+01  0.7164E+01  0.7143E+01  0.7123E+01  0.7102E+01
  0.7081E+01  0.7060E+01  0.7039E+01  0.7018E+01  0.6997E+01  0.6976E+01
  0.6955E+01  0.6934E+01  0.6913E+01  0.6892E+01  0.6871E+01  0.6849E+01
  0.6828E+01  0.6807E+01  0.6786E+01  0.6766E+01  0.6745E+01  0.6724E+01
  0.6703E+01  0.6683E+01  0.6662E+01  0.6642E+01  0.6621E+01  0.6601E+01
  0.6581E+01  0.6561E+01  0.6541E+01  0.6521E+01  0.6502E+01  0.6482E+01
  0.6463E+01  0.6443E+01  0.6424E+01  0.6405E+01  0.6386E+01  0.6367E+01
  0.6348E+01  0.6329E+01  0.6310E+01  0.6292E+01  0.6273E+01  0.6254E+01
  0.6236E+01  0.6217E+01  0.6199E+01  0.6180E+01  0.6161E+01  0.6142E+01
  0.6123E+01  0.6104E+01  0.6085E+01  0.6066E+01  0.6046E+01  0.6027E+01
  0.6007E+01  0.5988E+01  0.5970E+01  0.5955E+01  0.5944E+01  0.5936E+01
  0.5927E+01  0.5910E+01  0.5879E+01  0.5835E+01  0.5790E+01  0.5748E+01
  0.4982E+01  0.7164E+01  0.7143E+01  0.7123E+01  0.7102E+01  0.7081E+01
  0.7060E+01  0.7039E+01  0.7018E+01  0.6997E+01  0.6976E+01  0.6955E+01
  0.6934E+01  0.6913E+01  0.6892E+01  0.6871E+01  0.6849E+01  0.6828E+01
  0.6807E+01  0.6786E+01  0.6766E+01  0.6745E+01  0.6724E+01  0.6703E+01
  0.6682E+01  0.6662E+01  0.6641E+01  0.6621E+01  0.6601E+01  0.6581E+01
  0.6561E+01  0.6541E+01  0.6521E+01  0.6501E+01  0.6481E+01  0.6462E+01
  0.6443E+01  0.6423E+01  0.6404E+01  0.6385E+01  0.6366E+01  0.6347E+01
  0.6328E+01  0.6309E+01  0.6291E+01  0.6272E+01  0.6253E+01  0.6235E+01
  0.6216E+01  0.6197E+01  0.6179E+01  0.6160E+01  0.6141E+01  0.6122E+01
  0.6103E+01  0.6083E+01  0.6064E+01  0.6045E+01  0.6025E+01  0.6006E+01
  0.5987E+01  0.5969E+01  0.5955E+01  0.5944E+01  0.5937E+01  0.5927E+01
  0.5909E+01  0.5878E+01  0.5833E+01  0.5788E+01  0.5746E+01  0.4719E+01
  0.7164E+01  0.7143E+01  0.7123E+01  0.7102E+01  0.7081E+01  0.7060E+01
  0.7039E+01  0.7018E+01  0.6997E+01  0.6976E+01  0.6955E+01  0.6934E+01
  0.6913E+01  0.6892E+01  0.6871E+01  0.6850E+01  0.6828E+01  0.6807E+01
  0.6786E+01  0.6766E+01  0.6745E+01  0.6724E+01  0.6703E+01  0.6682E+01
  0.6662E+01  0.6641E+01  0.6621E+01  0.6601E+01  0.6581E+01  0.6560E+01
  0.6540E+01  0.6521E+01  0.6501E+01  0.6481E+01  0.6462E+01  0.6442E+01
  0.6423E+01  0.6404E+01  0.6385E+01  0.6366E+01  0.6347E+01  0.6328E+01
  0.6309E+01  0.6290E+01  0.6271E+01  0.6253E+01  0.6234E+01  0.6215E+01
  0.6196E+01  0.6177E+01  0.6159E+01  0.6140E+01  0.6121E+01  0.6101E+01
  0.6082E+01  0.6063E+01  0.6043E+01  0.6023E+01  0.6004E+01  0.5985E+01
  0.5968E+01  0.5954E+01  0.5944E+01  0.5936E+01  0.5926E+01  0.5907E+01
  0.5875E+01  0.5831E+01  0.5785E+01  0.5742E+01  0.4547E+01  0.7164E+01
  0.7143E+01  0.7123E+01  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01
  0.7018E+01  0.6997E+01  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01
  0.6892E+01  0.6871E+01  0.6850E+01  0.6828E+01  0.6807E+01  0.6787E+01
  0.6766E+01  0.6745E+01  0.6724E+01  0.6703E+01  0.6683E+01  0.6662E+01
  0.6641E+01  0.6621E+01  0.6601E+01  0.6581E+01  0.6560E+01  0.6540E+01
  0.6521E+01  0.6501E+01  0.6481E+01  0.6462E+01  0.6442E+01  0.6423E+01
  0.6404E+01  0.6384E+01  0.6365E+01  0.6346E+01  0.6327E+01  0.6309E+01
  0.6290E+01  0.6271E+01  0.6252E+01  0.6233E+01  0.6215E+01  0.6196E+01
  0.6177E+01  0.6158E+01  0.6139E+01  0.6120E+01  0.6101E+01  0.6081E+01
  0.6062E+01  0.6042E+01  0.6022E+01  0.6003E+01  0.5984E+01  0.5966E+01
  0.5953E+01  0.5943E+01  0.5935E+01  0.5924E+01  0.5905E+01  0.5873E+01
  0.5828E+01  0.5782E+01  0.5739E+01  0.4348E+01  0.7164E+01  0.7143E+01
  0.7123E+01  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01  0.7018E+01
  0.6997E+01  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01  0.6892E+01
  0.6871E+01  0.6850E+01  0.6829E+01  0.6807E+01  0.6787E+01  0.6766E+01
  0.6745E+01  0.6724E+01  0.6703E+01  0.6683E+01  0.6662E+01  0.6641E+01
  0.6621E+01  0.6601E+01  0.6581E+01  0.6561E+01  0.6541E+01  0.6521E+01
  0.6501E+01  0.6481E+01  0.6462E+01  0.6442E+01  0.6423E+01  0.6404E+01
  0.6384E+01  0.6365E+01  0.6346E+01  0.6327E+01  0.6309E+01  0.6290E+01
  0.6271E+01  0.6252E+01  0.6233E+01  0.6215E+01  0.6196E+01  0.6177E+01
  0.6158E+01  0.6139E+01  0.6120E+01  0.6100E+01  0.6081E+01  0.6061E+01
  0.6042E+01  0.6022E+01  0.6002E+01  0.5983E+01  0.5966E+01  0.5952E+01
  0.5942E+01  0.5934E+01  0.5923E+01  0.5904E+01  0.5871E+01  0.5827E+01
  0.5781E+01  0.5737E+01  0.4563E+01  0.7164E+01  0.7143E+01  0.7123E+01
  0.7102E+01  0.7081E+01  0.7060E+01  0.7039E+01  0.7018E+01  0.6997E+01
  0.6976E+01  0.6955E+01  0.6934E+01  0.6913E+01  0.6892E+01  0.6871E+01
  0.6850E+01  0.6829E+01  0.6807E+01  0.6787E+01  0.6766E+01  0.6745E+01
  0.6724E+01  0.6703E+01  0.6683E+01  0.6662E+01  0.6642E+01  0.6621E+01
  0.6601E+01  0.6581E+01  0.6561E+01  0.6541E+01  0.6521E+01  0.6501E+01
